filename,relative_path,status,reason,vertex_count,edge_count,vertex_types,edge_types,missing_vertices,missing_edges,top_vertex_types,top_edge_types,file_size_mb
CWE-125_CVE-2017-7558_0_vuln.cpg.json,CWE-125_CVE-2017-7558_0_vuln.cpg.json,OK,success,1156,3979,23,16,None,None,TYPE_DECL:187|TYPE:179|METHOD_PARAMETER_IN:147|METHOD_PARAMETER_OUT:147|MEMBER:109|BLOCK:87,AST:970|EVAL_TYPE:689|REACHING_DEF:609|CONTAINS:434|SOURCE_FILE:260|REF:210,4.25
CWE-125_CVE-2017-7558_1_vuln.cpg.json,CWE-125_CVE-2017-7558_1_vuln.cpg.json,OK,success,1639,9879,23,16,None,None,CALL:244|TYPE_DECL:191|TYPE:183|METHOD_PARAMETER_IN:146|METHOD_PARAMETER_OUT:146|FIELD_IDENTIFIER:143,REACHING_DEF:2511|AST:1449|EVAL_TYPE:1022|CONTAINS:918|CFG:649|DOMINATE:648,8.0
CWE-125_CVE-2017-7558_2_vuln.cpg.json,CWE-125_CVE-2017-7558_2_vuln.cpg.json,OK,success,1204,4431,23,16,None,None,TYPE_DECL:189|TYPE:181|METHOD_PARAMETER_IN:147|METHOD_PARAMETER_OUT:147|MEMBER:109|BLOCK:87,AST:1016|EVAL_TYPE:720|REACHING_DEF:668|CONTAINS:482|SOURCE_FILE:262|CFG:214,4.55
CWE-125_CVE-2017-8831_0_vuln.cpg.json,CWE-125_CVE-2017-8831_0_vuln.cpg.json,OK,success,1741,9621,24,16,None,None,CALL:230|IDENTIFIER:192|TYPE_DECL:192|TYPE:184|METHOD_PARAMETER_IN:168|METHOD_PARAMETER_OUT:168,REACHING_DEF:2003|AST:1550|EVAL_TYPE:1168|CONTAINS:947|CFG:654|DOMINATE:630,8.01
CWE-125_CVE-2017-9074_0_vuln.cpg.json,CWE-125_CVE-2017-9074_0_vuln.cpg.json,OK,success,2329,13857,24,17,None,None,CALL:350|IDENTIFIER:303|METHOD_PARAMETER_IN:236|METHOD_PARAMETER_OUT:236|TYPE_DECL:197|TYPE:189,REACHING_DEF:2984|AST:2133|EVAL_TYPE:1668|CONTAINS:1289|CFG:988|POST_DOMINATE:941,11.07
CWE-125_CVE-2017-9074_1_vuln.cpg.json,CWE-125_CVE-2017-9074_1_vuln.cpg.json,OK,success,1561,7162,24,16,None,None,TYPE_DECL:193|METHOD_PARAMETER_IN:187|METHOD_PARAMETER_OUT:187|TYPE:185|CALL:127|BLOCK:118,AST:1369|REACHING_DEF:1360|EVAL_TYPE:1017|CONTAINS:696|CFG:415|DOMINATE:404,6.49
CWE-125_CVE-2017-9074_2_vuln.cpg.json,CWE-125_CVE-2017-9074_2_vuln.cpg.json,OK,success,1549,6955,24,17,None,None,TYPE_DECL:192|TYPE:184|METHOD_PARAMETER_IN:181|METHOD_PARAMETER_OUT:181|CALL:134|BLOCK:120,AST:1358|REACHING_DEF:1272|EVAL_TYPE:1012|CONTAINS:696|CFG:418|DOMINATE:403,6.38
CWE-125_CVE-2017-9984_0_vuln.cpg.json,CWE-125_CVE-2017-9984_0_vuln.cpg.json,OK,success,1174,4231,23,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:144|METHOD_PARAMETER_OUT:144|MEMBER:109|BLOCK:86,AST:987|EVAL_TYPE:698|REACHING_DEF:660|CONTAINS:461|SOURCE_FILE:261|REF:213,4.41
CWE-125_CVE-2017-9984_1_vuln.cpg.json,CWE-125_CVE-2017-9984_1_vuln.cpg.json,OK,success,1210,4541,22,16,None,None,TYPE_DECL:187|TYPE:179|METHOD_PARAMETER_IN:146|METHOD_PARAMETER_OUT:146|MEMBER:109|BLOCK:88,AST:1024|EVAL_TYPE:726|REACHING_DEF:708|CONTAINS:493|SOURCE_FILE:260|CFG:224,4.62
CWE-125_CVE-2018-10877_0_vuln.cpg.json,CWE-125_CVE-2018-10877_0_vuln.cpg.json,OK,success,1476,6497,24,16,None,None,TYPE_DECL:192|TYPE:184|METHOD_PARAMETER_IN:175|METHOD_PARAMETER_OUT:175|CALL:116|MEMBER:109,AST:1285|REACHING_DEF:1063|EVAL_TYPE:958|CONTAINS:667|CFG:391|DOMINATE:382,6.0
CWE-125_CVE-2018-1093_0_vuln.cpg.json,CWE-125_CVE-2018-1093_0_vuln.cpg.json,OK,success,1230,4536,23,16,None,None,TYPE_DECL:193|TYPE:185|METHOD_PARAMETER_IN:154|METHOD_PARAMETER_OUT:154|MEMBER:109|BLOCK:91,AST:1038|EVAL_TYPE:739|REACHING_DEF:709|CONTAINS:488|SOURCE_FILE:266|REF:235,4.64
CWE-125_CVE-2018-13098_0_vuln.cpg.json,CWE-125_CVE-2018-13098_0_vuln.cpg.json,OK,success,1108,3668,23,16,None,None,TYPE_DECL:187|TYPE:179|METHOD_PARAMETER_IN:142|METHOD_PARAMETER_OUT:142|MEMBER:109|BLOCK:83,AST:922|EVAL_TYPE:642|REACHING_DEF:544|CONTAINS:408|SOURCE_FILE:260|REF:194,4.02
CWE-125_CVE-2018-13098_1_vuln.cpg.json,CWE-125_CVE-2018-13098_1_vuln.cpg.json,OK,success,1471,6395,24,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:168|METHOD_PARAMETER_OUT:168|BLOCK:123|CALL:112,AST:1284|REACHING_DEF:1085|EVAL_TYPE:930|CONTAINS:664|CFG:377|DOMINATE:361,5.96
CWE-125_CVE-2018-13099_0_vuln.cpg.json,CWE-125_CVE-2018-13099_0_vuln.cpg.json,OK,success,1364,5310,24,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:176|METHOD_PARAMETER_OUT:176|BLOCK:112|MEMBER:109,AST:1177|REACHING_DEF:897|EVAL_TYPE:861|CONTAINS:543|CFG:275|DOMINATE:272,5.25
CWE-125_CVE-2018-13099_1_vuln.cpg.json,CWE-125_CVE-2018-13099_1_vuln.cpg.json,OK,success,1360,5309,24,16,None,None,TYPE_DECL:189|TYPE:181|METHOD_PARAMETER_IN:180|METHOD_PARAMETER_OUT:180|MEMBER:109|BLOCK:104,AST:1172|REACHING_DEF:911|EVAL_TYPE:856|CONTAINS:538|CFG:268|DOMINATE:264,5.24
CWE-125_CVE-2018-14610_0_vuln.cpg.json,CWE-125_CVE-2018-14610_0_vuln.cpg.json,OK,success,1343,5231,24,16,None,None,TYPE_DECL:194|TYPE:186|METHOD_PARAMETER_IN:171|METHOD_PARAMETER_OUT:171|MEMBER:109|BLOCK:103,AST:1150|REACHING_DEF:900|EVAL_TYPE:825|CONTAINS:547|CFG:268|SOURCE_FILE:267,5.18
CWE-125_CVE-2018-15471_0_vuln.cpg.json,CWE-125_CVE-2018-15471_0_vuln.cpg.json,OK,success,1283,4845,23,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:161|METHOD_PARAMETER_OUT:161|MEMBER:109|BLOCK:100,AST:1096|EVAL_TYPE:796|REACHING_DEF:774|CONTAINS:517|SOURCE_FILE:261|CFG:249,4.89
CWE-125_CVE-2018-19985_0_vuln.cpg.json,CWE-125_CVE-2018-19985_0_vuln.cpg.json,OK,success,1274,4847,24,16,None,None,TYPE_DECL:189|TYPE:181|METHOD_PARAMETER_IN:153|METHOD_PARAMETER_OUT:153|MEMBER:109|BLOCK:90,AST:1086|EVAL_TYPE:771|REACHING_DEF:738|CONTAINS:529|CFG:269|SOURCE_FILE:262,4.86
CWE-125_CVE-2018-19985_1_vuln.cpg.json,CWE-125_CVE-2018-19985_1_vuln.cpg.json,OK,success,1408,5675,24,16,None,None,TYPE_DECL:190|TYPE:182|METHOD_PARAMETER_IN:170|METHOD_PARAMETER_OUT:170|BLOCK:118|MEMBER:109,AST:1219|EVAL_TYPE:882|REACHING_DEF:882|CONTAINS:606|CFG:318|DOMINATE:301,5.49
CWE-125_CVE-2018-20854_0_vuln.cpg.json,CWE-125_CVE-2018-20854_0_vuln.cpg.json,OK,success,1205,4338,23,16,None,None,TYPE_DECL:191|TYPE:183|METHOD_PARAMETER_IN:147|METHOD_PARAMETER_OUT:147|MEMBER:109|BLOCK:90,AST:1015|EVAL_TYPE:716|REACHING_DEF:622|CONTAINS:480|SOURCE_FILE:264|REF:211,4.5
CWE-125_CVE-2019-14283_0_vuln.cpg.json,CWE-125_CVE-2019-14283_0_vuln.cpg.json,OK,success,1524,6723,23,16,None,None,TYPE_DECL:188|METHOD_PARAMETER_IN:181|METHOD_PARAMETER_OUT:181|TYPE:180|CALL:124|BLOCK:120,AST:1337|REACHING_DEF:1109|EVAL_TYPE:997|CONTAINS:682|CFG:407|DOMINATE:386,6.2
CWE-125_CVE-2019-15090_0_vuln.cpg.json,CWE-125_CVE-2019-15090_0_vuln.cpg.json,OK,success,1148,4037,22,16,None,None,TYPE_DECL:189|TYPE:181|METHOD_PARAMETER_IN:144|METHOD_PARAMETER_OUT:144|MEMBER:109|BLOCK:84,AST:960|EVAL_TYPE:677|REACHING_DEF:646|CONTAINS:443|SOURCE_FILE:262|REF:210,4.27
CWE-125_CVE-2019-15090_1_vuln.cpg.json,CWE-125_CVE-2019-15090_1_vuln.cpg.json,OK,success,1171,4157,23,16,None,None,TYPE_DECL:189|TYPE:181|METHOD_PARAMETER_IN:148|METHOD_PARAMETER_OUT:148|MEMBER:109|BLOCK:87,AST:983|EVAL_TYPE:695|REACHING_DEF:675|CONTAINS:453|SOURCE_FILE:262|REF:212,4.37
CWE-125_CVE-2019-15090_2_vuln.cpg.json,CWE-125_CVE-2019-15090_2_vuln.cpg.json,OK,success,1170,4150,23,16,None,None,TYPE_DECL:189|TYPE:181|METHOD_PARAMETER_IN:147|METHOD_PARAMETER_OUT:147|MEMBER:109|BLOCK:87,AST:982|EVAL_TYPE:694|REACHING_DEF:671|CONTAINS:453|SOURCE_FILE:262|REF:212,4.37
CWE-125_CVE-2019-15505_0_vuln.cpg.json,CWE-125_CVE-2019-15505_0_vuln.cpg.json,OK,success,1374,5713,24,16,None,None,TYPE_DECL:190|TYPE:182|METHOD_PARAMETER_IN:167|METHOD_PARAMETER_OUT:167|MEMBER:109|BLOCK:100,AST:1185|REACHING_DEF:1035|EVAL_TYPE:866|CONTAINS:587|CFG:314|DOMINATE:308,5.46
CWE-125_CVE-2019-15666_0_vuln.cpg.json,CWE-125_CVE-2019-15666_0_vuln.cpg.json,OK,success,1207,4384,24,16,None,None,TYPE_DECL:186|TYPE:178|METHOD_PARAMETER_IN:143|METHOD_PARAMETER_OUT:143|MEMBER:109|BLOCK:90,AST:1022|EVAL_TYPE:702|REACHING_DEF:589|CONTAINS:497|SOURCE_FILE:259|CFG:235,4.51
CWE-125_CVE-2019-15918_0_vuln.cpg.json,CWE-125_CVE-2019-15918_0_vuln.cpg.json,OK,success,2061,11869,24,16,None,None,CALL:296|TYPE_DECL:195|IDENTIFIER:194|METHOD_PARAMETER_IN:193|METHOD_PARAMETER_OUT:193|TYPE:187,REACHING_DEF:2094|AST:1867|EVAL_TYPE:1401|CONTAINS:1171|CDG:1112|CFG:834,9.57
CWE-125_CVE-2019-15925_0_vuln.cpg.json,CWE-125_CVE-2019-15925_0_vuln.cpg.json,OK,success,1157,3994,23,16,None,None,TYPE_DECL:190|TYPE:182|METHOD_PARAMETER_IN:144|METHOD_PARAMETER_OUT:144|MEMBER:109|BLOCK:86,AST:968|EVAL_TYPE:675|REACHING_DEF:578|CONTAINS:446|SOURCE_FILE:263|REF:211,4.25
CWE-125_CVE-2019-15925_1_vuln.cpg.json,CWE-125_CVE-2019-15925_1_vuln.cpg.json,OK,success,1342,5539,22,16,None,None,TYPE_DECL:187|TYPE:179|METHOD_PARAMETER_IN:160|METHOD_PARAMETER_OUT:160|MEMBER:109|BLOCK:100,AST:1156|REACHING_DEF:897|EVAL_TYPE:861|CONTAINS:587|CFG:308|DOMINATE:301,5.32
CWE-125_CVE-2019-15926_0_vuln.cpg.json,CWE-125_CVE-2019-15926_0_vuln.cpg.json,OK,success,1402,5754,23,16,None,None,TYPE_DECL:192|TYPE:184|METHOD_PARAMETER_IN:169|METHOD_PARAMETER_OUT:169|MEMBER:109|BLOCK:106,AST:1211|REACHING_DEF:907|EVAL_TYPE:879|CONTAINS:604|CFG:324|DOMINATE:315,5.53
CWE-125_CVE-2019-15926_1_vuln.cpg.json,CWE-125_CVE-2019-15926_1_vuln.cpg.json,OK,success,1308,5094,23,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:167|METHOD_PARAMETER_OUT:167|MEMBER:109|BLOCK:98,AST:1121|REACHING_DEF:834|EVAL_TYPE:815|CONTAINS:529|SOURCE_FILE:261|CFG:260,5.05
CWE-125_CVE-2019-15926_2_vuln.cpg.json,CWE-125_CVE-2019-15926_2_vuln.cpg.json,OK,success,1159,3961,23,16,None,None,TYPE_DECL:189|TYPE:181|METHOD_PARAMETER_IN:149|METHOD_PARAMETER_OUT:149|MEMBER:109|BLOCK:87,AST:971|EVAL_TYPE:680|REACHING_DEF:573|CONTAINS:436|SOURCE_FILE:262|REF:199,4.24
CWE-125_CVE-2019-15927_0_vuln.cpg.json,CWE-125_CVE-2019-15927_0_vuln.cpg.json,OK,success,1918,10178,24,16,None,None,METHOD_PARAMETER_IN:217|METHOD_PARAMETER_OUT:217|CALL:210|TYPE_DECL:197|TYPE:189|IDENTIFIER:152,REACHING_DEF:2209|AST:1722|EVAL_TYPE:1273|CONTAINS:972|CFG:677|POST_DOMINATE:645,8.58
CWE-125_CVE-2019-19252_0_vuln.cpg.json,CWE-125_CVE-2019-19252_0_vuln.cpg.json,OK,success,1792,9043,24,16,None,None,METHOD_PARAMETER_IN:201|METHOD_PARAMETER_OUT:201|IDENTIFIER:196|TYPE_DECL:190|TYPE:182|CALL:175,REACHING_DEF:1750|AST:1603|EVAL_TYPE:1253|CONTAINS:882|CFG:589|DOMINATE:559,7.79
CWE-125_CVE-2019-19449_0_vuln.cpg.json,CWE-125_CVE-2019-19449_0_vuln.cpg.json,OK,success,1734,9371,23,16,None,None,CALL:204|TYPE_DECL:190|TYPE:182|METHOD_PARAMETER_IN:177|METHOD_PARAMETER_OUT:177|IDENTIFIER:159,REACHING_DEF:2052|AST:1545|EVAL_TYPE:1163|CONTAINS:902|CFG:623|DOMINATE:589,7.89
CWE-125_CVE-2019-3459_0_vuln.cpg.json,CWE-125_CVE-2019-3459_0_vuln.cpg.json,OK,success,1366,5784,24,16,None,None,TYPE_DECL:187|TYPE:179|METHOD_PARAMETER_IN:163|METHOD_PARAMETER_OUT:163|MEMBER:109|BLOCK:101,AST:1180|REACHING_DEF:1048|EVAL_TYPE:858|CONTAINS:597|CFG:330|DOMINATE:317,5.5
CWE-125_CVE-2019-9245_0_vuln.cpg.json,CWE-125_CVE-2019-9245_0_vuln.cpg.json,OK,success,1238,4600,24,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:158|METHOD_PARAMETER_OUT:158|MEMBER:109|BLOCK:93,AST:1051|EVAL_TYPE:755|REACHING_DEF:745|CONTAINS:490|SOURCE_FILE:261|REF:223,4.69
CWE-125_CVE-2019-9445_0_vuln.cpg.json,CWE-125_CVE-2019-9445_0_vuln.cpg.json,OK,success,1519,6638,24,16,None,None,TYPE_DECL:195|METHOD_PARAMETER_IN:192|METHOD_PARAMETER_OUT:192|TYPE:187|BLOCK:116|MEMBER:109,AST:1325|REACHING_DEF:1300|EVAL_TYPE:973|CONTAINS:655|CFG:373|DOMINATE:363,6.17
CWE-125_CVE-2020-0067_0_vuln.cpg.json,CWE-125_CVE-2020-0067_0_vuln.cpg.json,OK,success,1301,4947,24,17,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:163|METHOD_PARAMETER_OUT:163|MEMBER:109|BLOCK:102,AST:1114|EVAL_TYPE:807|REACHING_DEF:771|CONTAINS:523|SOURCE_FILE:261|CFG:255,4.96
CWE-125_CVE-2020-0430_0_vuln.cpg.json,CWE-125_CVE-2020-0430_0_vuln.cpg.json,OK,success,1801,9212,23,16,None,None,METHOD_PARAMETER_IN:223|METHOD_PARAMETER_OUT:223|TYPE_DECL:192|IDENTIFIER:184|TYPE:184|CALL:159,REACHING_DEF:1964|AST:1610|EVAL_TYPE:1244|CONTAINS:868|CFG:585|DOMINATE:545,7.91
CWE-125_CVE-2020-0430_1_vuln.cpg.json,CWE-125_CVE-2020-0430_1_vuln.cpg.json,OK,success,1609,7622,24,16,None,None,TYPE_DECL:191|TYPE:183|METHOD_PARAMETER_IN:175|METHOD_PARAMETER_OUT:175|BLOCK:133|IDENTIFIER:133,AST:1419|REACHING_DEF:1377|EVAL_TYPE:1052|CONTAINS:787|CFG:482|DOMINATE:447,6.78
CWE-125_CVE-2020-13143_0_vuln.cpg.json,CWE-125_CVE-2020-13143_0_vuln.cpg.json,OK,success,1219,4523,24,16,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:147|METHOD_PARAMETER_OUT:147|MEMBER:109|BLOCK:93,AST:1032|EVAL_TYPE:725|REACHING_DEF:652|CONTAINS:500|SOURCE_FILE:261|CFG:227,4.61
CWE-125_CVE-2020-14314_0_vuln.cpg.json,CWE-125_CVE-2020-14314_0_vuln.cpg.json,OK,success,1678,7902,24,16,None,None,METHOD_PARAMETER_IN:207|METHOD_PARAMETER_OUT:207|TYPE_DECL:197|TYPE:189|CALL:141|IDENTIFIER:138,AST:1482|REACHING_DEF:1438|EVAL_TYPE:1133|CONTAINS:767|CFG:483|DOMINATE:473,7.03
CWE-125_CVE-2020-28097_0_vuln.cpg.json,CWE-125_CVE-2020-28097_0_vuln.cpg.json,OK,success,1248,4681,23,16,None,None,TYPE_DECL:186|TYPE:178|METHOD_PARAMETER_IN:160|METHOD_PARAMETER_OUT:160|MEMBER:109|BLOCK:92,AST:1063|REACHING_DEF:802|EVAL_TYPE:762|CONTAINS:488|SOURCE_FILE:259|CFG:228,4.76
CWE-125_CVE-2020-28097_1_vuln.cpg.json,CWE-125_CVE-2020-28097_1_vuln.cpg.json,OK,success,1745,9321,24,16,None,None,CALL:203|TYPE_DECL:188|IDENTIFIER:181|TYPE:180|METHOD_PARAMETER_IN:164|METHOD_PARAMETER_OUT:164,REACHING_DEF:1749|AST:1558|EVAL_TYPE:1228|CONTAINS:923|CFG:647|DOMINATE:624,7.84
CWE-125_CVE-2020-28974_0_vuln.cpg.json,CWE-125_CVE-2020-28974_0_vuln.cpg.json,OK,success,1091,3579,24,16,None,None,TYPE_DECL:187|TYPE:179|METHOD_PARAMETER_IN:137|METHOD_PARAMETER_OUT:137|MEMBER:109|BLOCK:80,AST:905|EVAL_TYPE:624|REACHING_DEF:501|CONTAINS:406|SOURCE_FILE:260|REF:199,3.94
CWE-125_CVE-2020-35519_0_vuln.cpg.json,CWE-125_CVE-2020-35519_0_vuln.cpg.json,OK,success,1516,6755,24,16,None,None,TYPE_DECL:194|TYPE:186|METHOD_PARAMETER_IN:168|METHOD_PARAMETER_OUT:168|CALL:122|BLOCK:114,AST:1323|REACHING_DEF:1182|EVAL_TYPE:959|CONTAINS:697|CFG:418|DOMINATE:400,6.21
CWE-125_CVE-2020-8835_0_vuln.cpg.json,CWE-125_CVE-2020-8835_0_vuln.cpg.json,OK,success,1622,7756,24,16,None,None,TYPE_DECL:187|TYPE:179|METHOD_PARAMETER_IN:178|METHOD_PARAMETER_OUT:178|CALL:151|IDENTIFIER:151,AST:1436|REACHING_DEF:1253|EVAL_TYPE:1072|CONTAINS:790|CFG:546|POST_DOMINATE:506,6.86
CWE-125_CVE-2020-9383_0_vuln.cpg.json,CWE-125_CVE-2020-9383_0_vuln.cpg.json,OK,success,1146,3906,23,16,None,None,TYPE_DECL:185|TYPE:177|METHOD_PARAMETER_IN:146|METHOD_PARAMETER_OUT:146|MEMBER:109|BLOCK:89,AST:962|EVAL_TYPE:680|REACHING_DEF:576|CONTAINS:431|SOURCE_FILE:258|REF:197,4.19
CWE-125_CVE-2021-0605_0_vuln.cpg.json,CWE-125_CVE-2021-0605_0_vuln.cpg.json,OK,success,1313,5339,23,16,None,None,TYPE_DECL:195|TYPE:187|METHOD_PARAMETER_IN:151|METHOD_PARAMETER_OUT:151|MEMBER:109|BLOCK:91,AST:1119|REACHING_DEF:812|EVAL_TYPE:793|CONTAINS:572|CFG:296|DOMINATE:292,5.17
CWE-125_CVE-2021-0941_0_vuln.cpg.json,CWE-125_CVE-2021-0941_0_vuln.cpg.json,OK,success,1188,4213,23,16,None,None,TYPE_DECL:185|TYPE:177|METHOD_PARAMETER_IN:151|METHOD_PARAMETER_OUT:151|MEMBER:109|BLOCK:95,AST:1004|EVAL_TYPE:712|REACHING_DEF:651|CONTAINS:459|SOURCE_FILE:258|REF:212,4.42
CWE-125_CVE-2021-0941_1_vuln.cpg.json,CWE-125_CVE-2021-0941_1_vuln.cpg.json,OK,success,1157,4009,23,16,None,None,TYPE_DECL:185|TYPE:177|METHOD_PARAMETER_IN:150|METHOD_PARAMETER_OUT:150|MEMBER:109|BLOCK:89,AST:973|EVAL_TYPE:689|REACHING_DEF:626|CONTAINS:433|SOURCE_FILE:258|REF:204,4.27
CWE-125_CVE-2021-0941_2_vuln.cpg.json,CWE-125_CVE-2021-0941_2_vuln.cpg.json,OK,success,1358,5325,24,16,None,None,TYPE_DECL:185|METHOD_PARAMETER_IN:180|METHOD_PARAMETER_OUT:180|TYPE:177|MEMBER:109|BLOCK:106,AST:1174|REACHING_DEF:925|EVAL_TYPE:865|CONTAINS:537|CFG:278|DOMINATE:263,5.26
CWE-125_CVE-2021-27364_0_vuln.cpg.json,CWE-125_CVE-2021-27364_0_vuln.cpg.json,OK,success,2246,12085,24,17,None,None,CALL:306|IDENTIFIER:241|METHOD_PARAMETER_IN:229|METHOD_PARAMETER_OUT:229|TYPE_DECL:197|TYPE:189,AST:2050|REACHING_DEF:1954|EVAL_TYPE:1511|CONTAINS:1231|CFG:953|DOMINATE:901,10.02
CWE-125_CVE-2021-29155_0_vuln.cpg.json,CWE-125_CVE-2021-29155_0_vuln.cpg.json,OK,success,2151,13393,24,16,None,None,CALL:302|IDENTIFIER:285|METHOD_PARAMETER_IN:200|METHOD_PARAMETER_OUT:200|TYPE_DECL:193|TYPE:185,REACHING_DEF:3241|AST:1959|EVAL_TYPE:1480|CONTAINS:1237|CFG:964|DOMINATE:907,10.56
CWE-125_CVE-2021-3444_0_vuln.cpg.json,CWE-125_CVE-2021-3444_0_vuln.cpg.json,OK,success,2801,20998,25,18,None,None,CALL:550|IDENTIFIER:453|METHOD_PARAMETER_IN:226|METHOD_PARAMETER_OUT:226|TYPE_DECL:199|TYPE:191,REACHING_DEF:6099|AST:2602|EVAL_TYPE:2074|CONTAINS:1756|CFG:1477|DOMINATE:1401,15.51
CWE-125_CVE-2021-3490_0_vuln.cpg.json,CWE-125_CVE-2021-3490_0_vuln.cpg.json,OK,success,1157,4140,23,16,None,None,TYPE_DECL:187|TYPE:179|METHOD_PARAMETER_IN:140|METHOD_PARAMETER_OUT:140|MEMBER:109|BLOCK:84,AST:971|EVAL_TYPE:678|REACHING_DEF:620|CONTAINS:460|SOURCE_FILE:260|REF:210,4.33
CWE-125_CVE-2021-3490_1_vuln.cpg.json,CWE-125_CVE-2021-3490_1_vuln.cpg.json,OK,success,1193,4349,23,16,None,None,TYPE_DECL:187|TYPE:179|METHOD_PARAMETER_IN:147|METHOD_PARAMETER_OUT:147|MEMBER:109|BLOCK:87,AST:1007|EVAL_TYPE:709|REACHING_DEF:666|CONTAINS:475|SOURCE_FILE:260|REF:215,4.5
CWE-125_CVE-2021-3490_2_vuln.cpg.json,CWE-125_CVE-2021-3490_2_vuln.cpg.json,OK,success,1175,4260,23,16,None,None,TYPE_DECL:187|TYPE:179|METHOD_PARAMETER_IN:143|METHOD_PARAMETER_OUT:143|MEMBER:109|BLOCK:85,AST:989|EVAL_TYPE:694|REACHING_DEF:649|CONTAINS:469|SOURCE_FILE:260|REF:214,4.42
CWE-125_CVE-2021-3743_0_vuln.cpg.json,CWE-125_CVE-2021-3743_0_vuln.cpg.json,OK,success,1559,7233,24,16,None,None,TYPE_DECL:195|TYPE:187|METHOD_PARAMETER_IN:173|METHOD_PARAMETER_OUT:173|CALL:144|BLOCK:113,AST:1365|REACHING_DEF:1245|EVAL_TYPE:993|CONTAINS:741|CFG:458|DOMINATE:441,6.51
CWE-125_CVE-2021-3753_0_vuln.cpg.json,CWE-125_CVE-2021-3753_0_vuln.cpg.json,OK,success,1131,3811,24,16,None,None,TYPE_DECL:186|TYPE:178|METHOD_PARAMETER_IN:139|METHOD_PARAMETER_OUT:139|MEMBER:109|BLOCK:87,AST:946|EVAL_TYPE:654|REACHING_DEF:524|CONTAINS:435|SOURCE_FILE:259|REF:200,4.12
CWE-125_CVE-2021-3753_1_vuln.cpg.json,CWE-125_CVE-2021-3753_1_vuln.cpg.json,OK,success,1698,7634,25,17,None,None,METHOD_PARAMETER_IN:196|METHOD_PARAMETER_OUT:196|TYPE_DECL:191|TYPE:183|IDENTIFIER:132|BLOCK:131,AST:1507|REACHING_DEF:1210|EVAL_TYPE:1110|CONTAINS:788|CFG:533|POST_DOMINATE:482,6.91
CWE-125_CVE-2021-39657_0_vuln.cpg.json,CWE-125_CVE-2021-39657_0_vuln.cpg.json,OK,success,1277,4855,24,16,None,None,TYPE_DECL:189|TYPE:181|METHOD_PARAMETER_IN:158|METHOD_PARAMETER_OUT:158|MEMBER:109|BLOCK:96,AST:1089|REACHING_DEF:808|EVAL_TYPE:781|CONTAINS:518|SOURCE_FILE:262|CFG:245,4.89
CWE-125_CVE-2021-39711_0_vuln.cpg.json,CWE-125_CVE-2021-39711_0_vuln.cpg.json,OK,success,1352,5276,25,17,None,None,TYPE_DECL:188|TYPE:180|METHOD_PARAMETER_IN:171|METHOD_PARAMETER_OUT:171|MEMBER:109|BLOCK:102,AST:1164|REACHING_DEF:863|EVAL_TYPE:848|CONTAINS:551|CFG:283|DOMINATE:272,5.21
CWE-125_CVE-2021-4093_0_vuln.cpg.json,CWE-125_CVE-2021-4093_0_vuln.cpg.json,OK,success,1076,3531,22,14,CONTROL_STRUCTURE,None,TYPE_DECL:186|TYPE:178|METHOD_PARAMETER_IN:133|METHOD_PARAMETER_OUT:133|MEMBER:109|BLOCK:77,AST:891|EVAL_TYPE:609|REACHING_DEF:484|CONTAINS:408|SOURCE_FILE:259|REF:189,3.9
CWE-125_CVE-2021-4093_1_vuln.cpg.json,CWE-125_CVE-2021-4093_1_vuln.cpg.json,OK,success,1092,3591,22,15,CONTROL_STRUCTURE,None,TYPE_DECL:186|TYPE:178|METHOD_PARAMETER_IN:147|METHOD_PARAMETER_OUT:147|MEMBER:109|BLOCK:79,AST:907|EVAL_TYPE:635|REACHING_DEF:557|CONTAINS:393|SOURCE_FILE:259|REF:195,3.96
CWE-125_CVE-2021-43389_0_vuln.cpg.json,CWE-125_CVE-2021-43389_0_vuln.cpg.json,OK,success,1143,3975,24,16,None,None,TYPE_DECL:186|TYPE:178|METHOD_PARAMETER_IN:142|METHOD_PARAMETER_OUT:142|MEMBER:109|BLOCK:85,AST:958|EVAL_TYPE:674|REACHING_DEF:594|CONTAINS:441|SOURCE_FILE:259|REF:201,4.22
CWE-125_CVE-2021-45469_0_vuln.cpg.json,CWE-125_CVE-2021-45469_0_vuln.cpg.json,OK,success,1622,7362,24,16,None,None,METHOD_PARAMETER_IN:196|METHOD_PARAMETER_OUT:196|TYPE_DECL:188|TYPE:180|BLOCK:129|IDENTIFIER:128,AST:1435|REACHING_DEF:1249|EVAL_TYPE:1089|CONTAINS:738|CFG:456|DOMINATE:432,6.68
