instance_id,num_nodes,num_edges,density,avg_degree,cyclomatic_complexity,loop_count,conditional_count,buffer_overflow_calls,use_after_free_calls,buffer_underread_calls,race_condition_calls,info_disclosure_calls,input_validation_calls,privilege_calls,resource_leak_calls,null_deref_calls,malloc_calls,free_calls,memory_ops,total_dangerous_calls,reaching_def_edges,cfg_edges,cdg_edges,ast_edges,is_flat_cpg
CWE-200_CVE-2018-3665_6_vuln.cpg,1128,3919,0.0030827779770557623,6.948581560283688,4,0,3,9,4,2,11,8,0,1,4,4,5,3,8,35,532,178,64,939,False
CWE-119_CVE-2022-3625_0_vuln.cpg,1064,3414,0.0030184822356927126,6.417293233082707,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,476,126,13,877,False
CWE-416_CVE-2017-2584_0_vuln.cpg,1196,4256,0.00297784805698213,7.117056856187291,4,0,3,9,4,2,11,8,1,1,4,4,5,3,8,36,610,199,72,1010,False
CWE-416_CVE-2022-20409_10_vuln.cpg,1114,3761,0.003033353173931068,6.7522441651705565,2,0,1,9,5,2,11,8,1,1,4,4,5,4,9,37,552,160,4,928,False
CWE-416_CVE-2023-3439_1_vuln.cpg,1134,3812,0.002966947950766721,6.72310405643739,3,0,2,9,5,2,11,8,0,1,4,4,5,3,8,36,554,158,33,948,False
CWE-200_CVE-2014-1739_0_vuln.cpg,1233,4855,0.003196063871246353,7.875101378751014,5,0,4,9,4,2,11,8,0,1,4,4,5,3,8,35,755,260,130,1045,False
CWE-362_CVE-2021-39713_1_vuln.cpg,1637,7423,0.0027717080412765316,9.069028711056811,15,0,14,9,4,2,11,8,0,2,4,4,5,3,8,36,1466,434,283,1442,False
CWE-20_CVE-2021-20194_12_vuln.cpg,1098,3600,0.0029887771418324193,6.557377049180328,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,530,138,12,911,False
CWE-476_CVE-2023-1583_1_vuln.cpg,1153,4009,0.0030182434711380937,6.954032957502168,3,1,1,9,7,2,11,8,0,1,4,4,5,5,10,38,631,174,29,968,False
CWE-119_CVE-2018-1120_2_vuln.cpg,1170,4151,0.003034955729566508,7.095726495726495,10,0,9,9,4,2,11,8,0,1,4,4,5,3,8,35,612,191,68,984,False
CWE-416_CVE-2022-20566_1_vuln.cpg,1170,4044,0.002956723914807747,6.912820512820513,5,0,4,9,4,2,13,8,2,1,4,4,5,3,8,37,626,179,10,983,False
CWE-416_CVE-2019-19767_1_vuln.cpg,1189,4170,0.0029521455089159044,7.014297729184189,3,0,2,9,4,2,11,8,0,1,4,4,5,3,8,35,648,181,46,1000,False
CWE-362_CVE-2015-3212_1_vuln.cpg,1384,5346,0.002792998382505987,7.72543352601156,6,0,5,9,6,2,11,8,0,1,4,4,5,4,9,37,944,278,51,1194,False
CWE-416_CVE-2022-47946_3_vuln.cpg,1707,8849,0.0030386567687976755,10.367896895137669,17,0,16,9,5,2,11,8,0,1,4,4,5,3,8,36,1610,607,510,1518,False
CWE-476_CVE-2019-15221_0_vuln.cpg,1382,5768,0.0030222022884484594,8.347322720694645,8,1,6,9,4,2,12,8,0,1,4,4,5,3,8,36,943,331,185,1192,False
CWE-20_CVE-2013-7266_18_vuln.cpg,1747,8885,0.00291286453425968,10.171722953634802,28,1,26,9,4,2,11,8,1,1,4,4,5,3,8,36,1977,565,363,1552,False
CWE-264_CVE-2016-9644_3_vuln.cpg,1000,3087,0.00309009009009009,6.174,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,408,103,0,818,False
CWE-200_CVE-2017-7495_0_vuln.cpg,1382,5541,0.0029032633287609075,8.018813314037626,11,0,10,9,4,2,11,8,5,1,4,4,5,3,8,40,1072,274,113,1193,False
CWE-200_CVE-2017-0627_0_vuln.cpg,1486,6643,0.0030103638448187573,8.94078061911171,14,3,10,9,4,2,14,8,0,1,4,4,5,3,8,38,1088,410,308,1295,False
CWE-20_CVE-2017-5123_1_vuln.cpg,1271,4902,0.0030368548541975134,7.713611329661684,6,0,5,10,4,2,11,9,0,1,4,4,5,3,8,36,853,241,93,1083,False
CWE-416_CVE-2019-25045_0_vuln.cpg,1219,4480,0.003017359244905849,7.350287120590648,9,1,7,9,4,2,11,8,0,1,4,4,5,3,8,35,619,239,117,1034,False
CWE-20_CVE-2021-33098_0_vuln.cpg,1493,6409,0.0028771442783032167,8.585398526456798,7,0,6,9,4,2,11,8,3,1,4,4,5,3,8,38,1241,362,191,1305,False
CWE-119_CVE-2012-3364_1_vuln.cpg,1077,3516,0.0030340371333008875,6.52924791086351,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,507,136,0,890,False
CWE-476_CVE-2019-16229_0_vuln.cpg,1124,3821,0.003027129289555493,6.798932384341637,2,0,1,9,4,2,12,8,0,1,4,4,5,3,8,36,559,161,31,939,False
CWE-264_CVE-2014-8133_1_vuln.cpg,1181,4140,0.002970765940957821,7.0110076206604575,7,0,6,10,5,2,11,9,1,1,4,4,5,4,9,38,629,184,57,995,False
CWE-362_CVE-2015-7613_0_vuln.cpg,1289,5079,0.003059211001835888,7.880527540729248,4,0,3,9,4,2,12,8,1,1,4,4,5,3,8,36,829,269,125,1101,False
CWE-416_CVE-2022-2318_5_vuln.cpg,1098,3610,0.0029970793005597313,6.575591985428051,1,0,0,9,4,2,11,8,0,1,5,4,5,3,8,36,518,144,0,910,False
CWE-20_CVE-2021-20194_8_vuln.cpg,1210,4401,0.0030084285216250024,7.274380165289256,6,2,3,9,4,2,12,8,1,1,4,4,5,3,8,37,653,213,77,1022,False
CWE-787_CVE-2018-1068_0_vuln.cpg,1311,5163,0.0030062710709731514,7.8764302059496565,10,1,8,9,4,2,11,8,0,1,4,4,5,3,8,35,843,270,138,1121,False
CWE-416_CVE-2019-15239_0_vuln.cpg,1103,3606,0.0029666657342703366,6.538531278331822,2,1,0,9,5,2,11,8,1,1,4,4,5,4,9,37,525,138,14,918,False
CWE-787_CVE-2019-19532_5_vuln.cpg,1311,5233,0.003047030120937924,7.983218916857361,7,1,5,9,4,2,11,8,0,1,4,4,5,3,8,35,735,303,161,1121,False
CWE-125_CVE-2020-8835_0_vuln.cpg,1622,7756,0.002949877189873052,9.563501849568434,10,0,9,9,4,2,11,8,0,1,4,4,5,3,8,35,1253,546,365,1436,False
CWE-264_CVE-2016-3157_0_vuln.cpg,1089,3514,0.0029658213147517962,6.453627180899908,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,503,131,6,903,False
CWE-362_CVE-2016-2547_3_vuln.cpg,1226,4784,0.0031854046675766556,7.804241435562806,4,1,2,9,4,2,11,8,0,1,4,4,5,3,8,35,814,244,86,1040,False
CWE-416_CVE-2020-0427_0_vuln.cpg,1073,3457,0.0030054179243577082,6.443616029822927,3,0,2,9,5,2,11,8,0,1,4,4,5,4,9,36,475,129,19,884,False
CWE-416_CVE-2019-10125_6_vuln.cpg,1290,4862,0.0029239660574569555,7.537984496124031,8,0,7,9,5,2,11,8,4,1,4,4,5,3,8,40,795,238,94,1102,False
CWE-125_CVE-2019-14283_0_vuln.cpg,1524,6723,0.0028965314004167075,8.82283464566929,14,2,11,9,4,2,11,8,0,1,4,4,5,3,8,35,1109,407,299,1337,False
CWE-200_CVE-2013-7281_1_vuln.cpg,1253,4654,0.0029666818804198994,7.428571428571429,8,0,7,9,5,2,11,8,3,1,4,4,5,4,9,39,780,221,69,1063,False
CWE-200_CVE-2016-4482_0_vuln.cpg,1086,3567,0.003027216946304453,6.569060773480663,2,0,1,9,4,2,11,8,0,1,5,4,5,3,8,36,506,142,5,900,False
CWE-416_CVE-2023-3812_0_vuln.cpg,1331,5162,0.0029160052648525897,7.756574004507889,7,1,5,9,5,2,11,8,0,1,4,5,5,4,9,37,804,269,155,1144,False
CWE-362_CVE-2015-7990_1_vuln.cpg,1628,8260,0.003118445036084864,10.147420147420148,12,0,11,9,5,2,15,8,2,1,4,4,5,4,9,40,1974,492,307,1439,False
CWE-416_CVE-2022-42703_4_vuln.cpg,1348,5785,0.0031860007622169497,8.583086053412464,5,2,2,9,5,2,11,8,0,1,4,4,5,4,9,36,979,347,132,1159,False
CWE-476_CVE-2023-0458_0_vuln.cpg,1255,4796,0.00304745928566436,7.643027888446215,12,0,11,9,4,2,11,8,0,1,4,4,5,3,8,35,744,248,134,1070,False
CWE-416_CVE-2020-25669_1_vuln.cpg,1162,4109,0.003045774830588504,7.072289156626506,1,0,0,9,4,2,11,8,1,1,4,4,5,3,8,36,641,188,0,975,False
CWE-119_CVE-2018-14615_0_vuln.cpg,1336,5472,0.003068021260849088,8.191616766467066,7,0,6,9,4,2,11,8,0,1,4,4,5,3,8,35,965,297,152,1146,False
CWE-401_CVE-2019-19060_0_vuln.cpg,1425,6142,0.003026808594520008,8.620350877192983,11,2,8,9,4,2,11,8,0,1,4,4,5,3,8,35,1004,368,222,1235,False
CWE-416_CVE-2022-2938_1_vuln.cpg,1218,4292,0.0028954885158664944,7.0476190476190474,3,0,2,9,4,2,11,8,1,1,4,4,5,3,8,36,649,193,55,1027,False
CWE-119_CVE-2014-3183_0_vuln.cpg,1186,4251,0.0030247401114265587,7.168634064080944,4,0,3,9,4,2,11,8,0,1,4,4,5,3,8,35,675,189,58,995,False
CWE-416_CVE-2019-19768_1_vuln.cpg,1191,4277,0.0030177310218797845,7.182199832073888,5,0,4,9,4,2,11,8,0,1,4,4,5,3,8,35,611,205,74,1004,False
CWE-362_CVE-2012-3552_7_vuln.cpg,1311,5118,0.0029800688245672263,7.807780320366133,5,0,4,9,5,2,11,8,1,1,6,4,5,3,8,39,827,263,160,1120,False
CWE-787_CVE-2018-10882_0_vuln.cpg,5117,51474,0.0019662646228373343,20.118819620871605,154,4,149,9,10,2,11,10,4,1,5,5,6,8,14,47,19414,3045,5921,4915,False
CWE-125_CVE-2023-6121_1_vuln.cpg,1327,5193,0.0029512355634967453,7.826676714393368,8,0,7,9,4,2,11,8,0,1,7,4,5,3,8,38,771,287,139,1137,False
CWE-362_CVE-2022-29582_1_vuln.cpg,1435,5964,0.002898254923971834,8.31219512195122,14,0,13,9,4,2,11,8,1,1,4,4,5,3,8,36,912,363,203,1245,False
CWE-476_CVE-2016-3070_0_vuln.cpg,1349,4959,0.0027270447611484933,7.352112676056338,15,0,14,9,4,2,11,8,2,1,4,4,5,3,8,37,837,245,44,1164,False
CWE-264_CVE-2014-0181_12_vuln.cpg,1255,4678,0.0029724800955666965,7.454980079681275,4,0,3,9,4,2,11,8,0,2,4,4,5,3,8,36,789,229,39,1067,False
CWE-476_CVE-2023-32252_2_vuln.cpg,1331,5096,0.002878721973980782,7.657400450788881,10,1,8,9,5,2,12,8,2,1,4,4,5,4,9,39,816,260,117,1143,False
CWE-200_CVE-2013-3237_0_vuln.cpg,1635,7821,0.0029274701582203857,9.56697247706422,26,1,24,9,4,2,12,8,1,1,4,4,5,3,8,37,1565,482,343,1444,False
CWE-787_CVE-2018-5703_2_vuln.cpg,1052,3318,0.0030009442392362152,6.307984790874524,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,453,118,0,866,False
CWE-119_CVE-2017-8061_0_vuln.cpg,1290,5052,0.0030382304652966964,7.832558139534884,8,1,6,9,4,2,11,8,1,1,4,4,5,3,8,36,854,257,125,1103,False
CWE-20_CVE-2016-6197_0_vuln.cpg,1973,10558,0.002713611442095058,10.70248352762291,50,2,47,9,5,2,11,8,2,1,4,4,5,3,8,38,2120,750,562,1786,False
CWE-362_CVE-2013-1792_0_vuln.cpg,1377,5748,0.0030336423975274866,8.348583877995642,8,0,7,10,4,2,11,8,0,1,4,4,5,3,8,36,991,314,207,1188,False
CWE-20_CVE-2017-17862_1_vuln.cpg,1650,8251,0.003032508223533087,10.001212121212122,21,1,19,9,6,2,11,9,0,1,6,5,7,5,12,39,1574,546,439,1458,False
CWE-119_CVE-2013-2234_0_vuln.cpg,1192,4284,0.003017598431186922,7.1879194630872485,2,0,1,9,4,2,11,8,0,1,4,5,5,3,8,36,630,200,73,1005,False
CWE-362_CVE-2022-2959_0_vuln.cpg,1279,5133,0.0031402907934969734,8.026583268178264,7,0,6,9,4,2,11,8,0,1,4,4,5,3,8,35,841,276,124,1091,False
CWE-125_CVE-2018-13099_1_vuln.cpg,1360,5309,0.00287246245076397,7.807352941176471,5,0,4,9,4,2,11,8,4,1,4,5,5,3,8,40,911,268,123,1172,False
CWE-476_CVE-2018-10074_0_vuln.cpg,1271,4757,0.0029470254062459343,7.485444531864673,5,1,3,9,4,2,11,8,0,1,4,5,5,3,8,36,737,243,64,1085,False
CWE-362_CVE-2015-8839_0_vuln.cpg,1080,3509,0.0030111900593828306,6.4981481481481485,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,496,136,0,894,False
CWE-476_CVE-2020-12364_2_vuln.cpg,1399,5824,0.00297780654687949,8.325947105075054,3,1,1,9,4,2,11,8,0,1,4,4,5,3,8,35,962,356,32,1210,False
CWE-476_CVE-2019-15922_0_vuln.cpg,1133,3857,0.0030072760955467052,6.80847308031774,4,1,2,9,5,2,11,8,0,1,4,4,5,4,9,36,570,163,36,948,False
CWE-264_CVE-2016-6786_1_vuln.cpg,1144,4036,0.0030865897007629293,7.055944055944056,5,0,4,9,4,2,11,8,0,1,4,4,5,3,8,35,613,180,58,958,False
CWE-476_CVE-2017-7374_0_vuln.cpg,1238,4619,0.003016182514630346,7.462035541195476,5,0,4,9,5,2,11,8,0,1,4,4,5,3,8,36,685,237,102,1053,False
CWE-476_CVE-2017-16646_5_vuln.cpg,1309,5212,0.0030440866922248466,7.963330786860198,4,0,3,9,4,2,12,8,0,1,4,4,5,3,8,36,853,272,179,1122,False
CWE-401_CVE-2019-19081_0_vuln.cpg,1582,6951,0.0027791304931907104,8.787610619469026,10,1,8,9,7,2,12,8,0,1,4,4,5,6,11,39,1239,407,264,1385,False
CWE-476_CVE-2022-23222_11_vuln.cpg,1055,3493,0.0031412717969009954,6.621800947867299,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,526,135,15,870,False
CWE-416_CVE-2022-1204_0_vuln.cpg,1356,5328,0.0028997812102014827,7.8584070796460175,6,0,5,9,5,2,11,8,0,1,6,4,5,3,8,38,812,300,151,1168,False
CWE-416_CVE-2017-7374_4_vuln.cpg,1238,4619,0.003016182514630346,7.462035541195476,5,0,4,9,5,2,11,8,0,1,4,4,5,3,8,36,685,237,102,1053,False
CWE-787_CVE-2023-31436_0_vuln.cpg,1797,8758,0.0027136293723887747,9.74735670562048,20,0,19,9,4,2,11,8,0,1,4,4,5,3,8,35,1626,557,458,1602,False
CWE-125_CVE-2023-2176_0_vuln.cpg,1195,4329,0.003033998444103362,7.245188284518829,5,0,4,9,4,2,11,8,0,1,4,4,5,3,8,35,629,208,83,1005,False
CWE-416_CVE-2021-43057_1_vuln.cpg,1064,3419,0.003022902977104096,6.426691729323308,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,506,122,0,879,False
CWE-264_CVE-2016-3841_5_vuln.cpg,1836,9561,0.002837883563961461,10.415032679738562,25,0,24,9,4,2,11,8,0,1,6,4,5,3,8,37,1738,651,628,1637,False
CWE-476_CVE-2022-3111_0_vuln.cpg,1080,3766,0.0032317303401640752,6.974074074074074,1,0,0,9,6,2,11,8,0,1,4,4,5,5,10,37,638,153,0,895,False
CWE-362_CVE-2018-20836_0_vuln.cpg,1056,3364,0.0030195318110010053,6.371212121212121,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,451,126,8,871,False
CWE-787_CVE-2021-27365_2_vuln.cpg,1162,4042,0.0029961114298463695,6.95697074010327,3,0,2,9,4,2,11,8,0,1,4,4,5,3,8,35,572,183,53,975,False
CWE-125_CVE-2022-20132_3_vuln.cpg,1541,6928,0.002919338934913237,8.991563919532771,20,0,19,9,4,3,11,8,0,1,5,5,6,3,9,37,1225,427,271,1350,False
CWE-20_CVE-2021-3655_3_vuln.cpg,1782,9137,0.0028789359689603,10.254769921436589,17,1,15,9,4,2,11,8,0,1,4,4,5,3,8,35,1726,635,443,1589,False
CWE-20_CVE-2013-7263_3_vuln.cpg,1775,8111,0.0025758610286295,9.139154929577465,25,0,24,9,6,2,12,8,7,1,4,4,5,5,10,45,1477,496,341,1580,False
CWE-416_CVE-2022-42703_0_vuln.cpg,1079,3558,0.0030589032310202706,6.594995366079703,2,0,1,9,4,2,12,9,0,1,5,4,5,3,8,37,512,139,21,893,False
CWE-476_CVE-2023-1382_1_vuln.cpg,1244,4689,0.003032415611023015,7.538585209003215,5,1,3,9,4,2,15,8,2,1,6,4,5,3,8,41,736,237,89,1054,False
CWE-125_CVE-2023-6040_0_vuln.cpg,1608,7491,0.002898930982919875,9.317164179104477,14,0,13,9,4,2,11,8,0,1,4,4,5,3,8,35,1438,456,307,1413,False
CWE-200_CVE-2017-5550_1_vuln.cpg,1102,3711,0.003058595469223656,6.73502722323049,4,2,1,9,4,2,11,8,0,1,4,4,5,3,8,35,553,154,6,916,False
CWE-20_CVE-2013-2888_0_vuln.cpg,1168,4149,0.003043895481917104,7.10445205479452,4,0,3,9,4,2,11,8,0,1,4,4,5,3,8,35,601,192,64,978,False
CWE-476_CVE-2022-4128_0_vuln.cpg,1269,4807,0.0029873991045881775,7.576044129235618,2,0,1,9,4,2,11,8,1,1,5,4,5,3,8,37,846,243,8,1080,False
CWE-787_CVE-2022-2991_0_vuln.cpg,1613,7588,0.002918286441275062,9.4085554866708,14,0,13,10,4,2,11,8,2,1,5,5,6,3,9,39,1417,455,455,1423,False
CWE-125_CVE-2023-1380_0_vuln.cpg,1355,5684,0.003098104836292085,8.389667896678967,9,0,8,9,4,2,11,8,0,1,4,4,5,3,8,35,973,320,177,1162,False
CWE-401_CVE-2021-4135_0_vuln.cpg,1326,5256,0.0029915478528131137,7.927601809954751,9,2,6,9,4,2,11,8,0,1,4,4,5,3,8,35,780,290,185,1138,False
CWE-416_CVE-2019-10125_2_vuln.cpg,1148,4028,0.0030590329567512886,7.017421602787456,4,0,3,9,5,2,12,8,0,1,5,4,5,3,8,37,584,186,60,962,False
CWE-362_CVE-2022-3564_0_vuln.cpg,1188,4419,0.003133695846416992,7.4393939393939394,4,0,3,9,4,2,11,8,0,1,4,4,5,3,8,35,750,207,58,1002,False
CWE-119_CVE-2021-4157_0_vuln.cpg,1152,3999,0.0030159462785983204,6.942708333333333,4,0,3,9,4,2,11,9,0,1,4,4,5,3,8,36,579,177,53,964,False
CWE-416_CVE-2022-41218_1_vuln.cpg,1139,4011,0.003094472844091339,7.043020193151888,3,0,2,9,4,2,11,8,0,1,4,4,5,3,8,35,596,187,26,954,False
CWE-476_CVE-2019-18885_9_vuln.cpg,1289,5085,0.0030628249545846605,7.889837083010085,6,0,5,9,4,2,13,9,2,1,4,4,5,3,8,38,822,272,121,1102,False
CWE-125_CVE-2023-37453_1_vuln.cpg,1686,8347,0.002938143059794221,9.901542111506524,15,3,11,9,4,2,11,8,0,1,5,4,5,3,8,36,1685,522,431,1490,False
CWE-362_CVE-2020-14416_1_vuln.cpg,1050,3308,0.003003313813609333,6.300952380952381,1,0,0,9,4,2,12,8,1,1,5,4,5,3,8,37,450,118,0,863,False
CWE-476_CVE-2023-46862_0_vuln.cpg,2011,11759,0.0029091241950367506,11.694679264047737,20,7,12,9,4,2,11,9,1,1,4,4,5,3,8,37,2807,818,428,1805,False
CWE-787_CVE-2019-19532_1_vuln.cpg,1238,4712,0.0030769110216363263,7.612277867528271,5,1,3,9,4,2,11,8,0,1,4,4,5,3,8,35,672,249,118,1048,False
CWE-119_CVE-2015-4036_0_vuln.cpg,1286,4920,0.0029772890935607045,7.651632970451011,5,0,4,9,4,3,11,8,1,1,4,4,5,3,8,37,787,250,103,1095,False
CWE-416_CVE-2022-2318_1_vuln.cpg,1032,3226,0.0030319776840427373,6.251937984496124,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,435,112,0,847,False
CWE-416_CVE-2021-3760_0_vuln.cpg,1118,3741,0.0029956614558226016,6.6923076923076925,3,0,2,9,5,2,11,8,0,1,4,4,5,4,9,36,546,152,21,932,False
CWE-476_CVE-2022-1789_0_vuln.cpg,1209,4381,0.002999715160578224,7.247311827956989,5,1,3,9,4,2,11,8,0,1,4,4,5,3,8,35,680,207,60,1020,False
CWE-362_CVE-2016-5195_1_vuln.cpg,1589,7034,0.0027875840357115115,8.853366897419761,23,0,22,9,4,2,11,8,1,1,4,4,5,3,8,36,1269,423,289,1396,False
CWE-20_CVE-2016-2548_3_vuln.cpg,1403,6168,0.003135730140121586,8.792587312900926,10,3,6,9,5,2,11,8,0,1,4,4,5,3,8,36,1008,375,252,1215,False
CWE-476_CVE-2019-15223_2_vuln.cpg,1175,4125,0.0029903222298742252,7.0212765957446805,6,0,5,9,5,2,11,8,0,1,7,4,5,4,9,39,615,188,55,986,False
CWE-362_CVE-2022-45887_0_vuln.cpg,1154,4093,0.003076143764815168,7.093587521663778,3,0,2,9,4,2,11,9,0,1,4,4,5,3,8,36,610,196,22,969,False
CWE-476_CVE-2019-15291_0_vuln.cpg,1288,4995,0.0030132910567693175,7.7562111801242235,5,0,4,9,5,2,11,9,0,1,5,5,6,4,10,37,783,264,128,1096,False
CWE-416_CVE-2020-7053_2_vuln.cpg,1096,3578,0.0029813685298136854,6.529197080291971,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,511,140,0,909,False
CWE-200_CVE-2012-6544_0_vuln.cpg,1187,4249,0.0030182229919121,7.159224936815502,2,0,1,9,4,2,11,8,0,1,4,4,5,3,8,35,637,198,50,994,False
CWE-416_CVE-2020-36694_18_vuln.cpg,1297,4837,0.00287760453848863,7.458750963762529,4,0,3,9,5,2,11,8,2,1,4,4,5,3,8,38,735,243,96,1106,False
CWE-787_CVE-2021-27365_6_vuln.cpg,1070,3404,0.002975966708339526,6.3626168224299064,1,0,0,10,4,2,11,8,0,1,4,4,5,3,8,36,481,122,0,882,False
CWE-416_CVE-2019-15220_0_vuln.cpg,1108,3620,0.002951353219910057,6.534296028880866,2,0,1,9,5,2,11,8,0,1,5,4,5,4,9,37,496,144,22,920,False
CWE-362_CVE-2017-15129_0_vuln.cpg,1116,3696,0.002970249288779594,6.623655913978495,3,0,2,9,4,2,15,8,2,1,4,4,5,3,8,39,523,149,29,930,False
CWE-264_CVE-2016-3841_1_vuln.cpg,1957,10622,0.002774895425471774,10.85539090444558,32,0,31,9,4,2,11,8,0,1,4,4,5,3,8,35,2256,692,678,1760,False
CWE-416_CVE-2019-19813_0_vuln.cpg,2222,12913,0.002616583135125759,11.622862286228623,32,2,29,9,6,2,15,8,5,1,4,5,5,5,10,43,3003,851,826,2021,False
CWE-416_CVE-2020-10690_2_vuln.cpg,1078,3524,0.003035298697853413,6.538033395176252,1,0,0,9,5,2,11,8,2,1,4,4,5,3,8,38,510,137,0,893,False
CWE-401_CVE-2019-19079_0_vuln.cpg,1144,3897,0.0029802874291063267,6.812937062937063,3,0,2,9,4,2,11,8,1,1,4,4,5,3,8,36,577,165,27,956,False
CWE-476_CVE-2022-23222_15_vuln.cpg,2067,12159,0.002847259591675015,11.764876632801162,32,0,31,9,4,2,11,8,0,1,4,4,5,3,8,35,2935,828,611,1876,False
CWE-416_CVE-2019-19447_0_vuln.cpg,1442,5907,0.0028427438566028945,8.192787794729542,13,0,12,9,4,2,11,8,0,1,4,4,5,3,8,35,971,334,176,1254,False
CWE-362_CVE-2014-9710_1_vuln.cpg,2022,12053,0.002949495186789942,11.921859545004946,44,5,38,9,6,2,16,8,8,1,4,4,5,5,10,45,3114,774,703,1833,False
CWE-416_CVE-2017-7374_0_vuln.cpg,1301,5044,0.0029823212913143737,7.754035357417371,7,0,6,10,4,2,11,9,2,1,4,4,5,3,8,39,779,264,141,1110,False
CWE-362_CVE-2022-1048_1_vuln.cpg,1138,3865,0.0029870794323544367,6.792618629173989,4,0,3,9,6,2,12,8,1,1,4,4,5,5,10,38,531,171,50,952,False
CWE-20_CVE-2012-4398_2_vuln.cpg,1065,3445,0.00304017084965936,6.469483568075117,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,496,128,0,879,False
CWE-362_CVE-2015-8839_4_vuln.cpg,1229,4430,0.0029353066368409475,7.209113100081367,5,0,4,9,4,2,11,8,0,1,4,4,5,3,8,35,739,198,41,1040,False
CWE-416_CVE-2020-36387_2_vuln.cpg,1015,3146,0.003056713401540988,6.1990147783251235,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,421,106,0,830,False
CWE-362_CVE-2017-1000112_0_vuln.cpg,2567,16429,0.0024941846889943438,12.800155823918972,34,1,32,9,4,2,11,8,1,1,4,5,6,3,9,37,4006,1148,1040,2369,False
CWE-476_CVE-2017-16646_1_vuln.cpg,1339,5427,0.0030291664015378588,8.10604929051531,5,0,4,9,4,2,11,8,0,1,4,4,5,3,8,35,834,303,196,1148,False
CWE-264_CVE-2016-6786_5_vuln.cpg,1353,5745,0.0031406211049738253,8.492239467849224,8,1,6,9,4,2,11,8,2,1,4,4,5,3,8,37,1026,325,126,1165,False
CWE-401_CVE-2022-1012_3_vuln.cpg,1076,3475,0.003004236189158814,6.45910780669145,2,0,1,9,4,2,11,8,0,1,6,4,5,3,8,37,500,129,4,890,False
CWE-476_CVE-2022-23222_9_vuln.cpg,1207,4466,0.003068062064710966,7.40016570008285,5,0,4,9,4,2,11,8,0,1,4,4,5,3,8,35,727,214,70,1020,False
CWE-401_CVE-2019-19073_1_vuln.cpg,1213,4383,0.002981316268477631,7.226710634789778,4,0,3,9,4,2,11,8,0,1,4,5,5,3,8,36,644,209,79,1025,False
CWE-119_CVE-2016-9793_0_vuln.cpg,2229,12010,0.0024183421891775863,10.776132794975325,38,4,33,10,4,3,11,8,0,2,4,4,5,3,8,37,1895,969,792,2040,False
CWE-416_CVE-2022-1882_0_vuln.cpg,1244,4399,0.0028448701797590624,7.072347266881029,5,0,4,9,4,2,14,8,2,1,4,4,5,3,8,38,678,197,62,1054,False
CWE-119_CVE-2022-3649_0_vuln.cpg,1442,6154,0.002961612611060473,8.535367545076284,9,1,7,9,4,2,11,8,1,1,4,4,5,3,8,36,1066,345,274,1251,False
CWE-416_CVE-2023-51782_0_vuln.cpg,1488,6383,0.002884768350796509,8.579301075268818,11,0,10,10,4,2,11,9,1,1,4,4,5,3,8,37,947,426,249,1297,False
CWE-416_CVE-2022-1679_0_vuln.cpg,1245,4646,0.0029997804723718023,7.463453815261044,6,0,5,9,5,2,11,8,0,1,4,4,5,4,9,36,720,226,121,1055,False
CWE-476_CVE-2017-16537_0_vuln.cpg,1379,5764,0.003033265939117869,8.359680928208848,9,0,8,9,4,2,11,8,0,1,4,4,5,3,8,35,979,329,163,1187,False
CWE-125_CVE-2023-6610_0_vuln.cpg,1626,7720,0.0029217522944460215,9.495694956949569,23,1,21,9,4,2,11,8,0,1,4,4,5,3,8,35,1404,501,338,1432,False
CWE-476_CVE-2023-3359_0_vuln.cpg,1152,4058,0.0030604426102905685,7.045138888888889,3,0,2,10,4,2,11,8,0,1,4,4,5,3,8,36,614,181,47,965,False
CWE-476_CVE-2023-23002_0_vuln.cpg,1651,8251,0.0030288346823779894,9.995154451847366,23,3,19,9,4,2,11,8,2,1,5,5,6,3,9,38,1670,535,374,1462,False
CWE-416_CVE-2017-16939_1_vuln.cpg,1089,3509,0.0029616013071895424,6.444444444444445,1,0,0,9,4,2,11,8,0,1,4,4,5,3,8,35,489,134,0,900,False
CWE-787_CVE-2020-0465_0_vuln.cpg,3824,26011,0.0017792413677619604,13.60407949790795,70,16,53,9,4,2,11,8,0,1,4,4,5,3,8,35,5017,2584,2465,3632,False
CWE-20_CVE-2019-9503_1_vuln.cpg,1144,3828,0.0029275186755501714,6.6923076923076925,4,0,3,9,4,2,11,8,0,1,4,4,5,3,8,35,579,153,15,955,False
